location,ksh,type,county,district,district_code,territory,population,number_of_households
Taliándörögd,17321,község,Veszprém,Tapolca,189 0,2807,769,302
Tállya,12210,község,Borsod-Abaúj-Zemplén,Szerencs,066 0,3795,1892,955
Tamási,24563,város,Tolna,Tamási,174 1,11196,8179,3785
Tanakajd,16212,község,Vas,Szombathely,181 0,1183,720,270
Táp,14261,község,Győr-Moson-Sopron,Pannonhalma,090 0,1988,722,297
Tápióbicske,15015,község,Pest,Nagykáta,131 0,4847,3353,1471
Tápiógyörgye,17303,község,Pest,Nagykáta,131 0,5329,3384,1524
Tápióság,09405,község,Pest,Nagykáta,131 0,3353,2542,1152
Tápiószecső,31796,nagyközség,Pest,Nagykáta,131 0,3839,6087,2367
Tápiószele,14146,város,Pest,Nagykáta,131 0,3696,5911,2408
Tápiószentmárton,14571,nagyközség,Pest,Nagykáta,131 0,10287,5194,2374
Tápiószőlős,02769,község,Pest,Cegléd,124 0,3183,2854,1357
Táplánszentkereszt,32045,község,Vas,Szombathely,181 0,2008,2539,860
Tapolca,29434,város,Veszprém,Tapolca,189 1,6345,15582,6923
Tapsony,24615,község,Somogy,Marcali,144 0,3161,736,393
Tápszentmiklós,21971,község,Győr-Moson-Sopron,Pannonhalma,090 0,2076,961,345
Tar,32896,község,Nógrád,Pásztó,118 0,2735,1839,859
Tarany,16735,község,Somogy,Nagyatád,145 0,5468,1180,465
Tarcal,21740,község,Borsod-Abaúj-Zemplén,Tokaj,069 0,5372,2866,1295
Tard,08165,község,Borsod-Abaúj-Zemplén,Mezőkövesd,060 0,4046,1206,575
Tardona,14784,község,Borsod-Abaúj-Zemplén,Kazincbarcika,058 0,1230,1043,435
Tardos,30225,község,Komárom-Esztergom,Tata,114 0,2333,1617,700
Tarhos,33075,község,Békés,Békés,045 0,5745,773,357
Tarján,18935,község,Komárom-Esztergom,Tatabánya,115 0,4307,2565,1071
Tarjánpuszta,33914,község,Győr-Moson-Sopron,Pannonhalma,090 0,845,398,145
Tárkány,20987,község,Komárom-Esztergom,Kisbér,111 0,6497,1444,600
Tarnabod,32966,község,Heves,Heves,108 0,1034,629,227
Tarnalelesz,13240,község,Heves,Pétervására,109 0,3713,1785,693
Tarnaméra,23348,község,Heves,Heves,108 0,2827,1659,716
Tarnaörs,14128,község,Heves,Heves,108 0,3027,1822,746
Tarnaszentmária,09052,község,Heves,Eger,104 0,1100,219,180
Tarnaszentmiklós,16160,község,Heves,Heves,108 0,3499,876,419
Tarnazsadány,17163,község,Heves,Heves,108 0,2518,1209,480
Tárnok,04154,nagyközség,Pest,Érd,127 0,2361,8999,3391
Tárnokréti,04172,község,Győr-Moson-Sopron,Csorna,086 0,954,175,103
Tarpa,04312,nagyközség,Szabolcs-Szatmár-Bereg,Vásárosnamény,159 0,4973,2322,891
Tarrós,15635,község,Baranya,Sásd,025 0,529,126,52
Táska,13693,község,Somogy,Marcali,144 0,2598,391,197
Tass,20525,község,Bács-Kiskun,Kunszentmiklós,043 0,7473,2749,1180
Taszár,04932,község,Somogy,Kaposvár,143 0,1729,1915,808
Tát,08758,város,Komárom-Esztergom,Esztergom,110 0,1207,5280,2042
Tata,20127,város,Komárom-Esztergom,Tata,114 1,7815,23613,10058
Tatabánya,18157,megyeszékhely,Komárom-Esztergom,Tatabánya,115 1,9143,66791,30646
Tataháza,14544,község,Bács-Kiskun,Bácsalmás,034 0,2610,1210,666
Tatárszentgyörgy,27386,község,Pest,Dabas,125 0,5501,1834,689
Tázlár,24998,község,Bács-Kiskun,Kiskőrös,039 0,7336,1773,860
Téglás,23214,város,Hajdú-Bihar,Hajdúhadház,098 0,3833,6406,2346
Tekenye,24703,község,Zala,Zalaszentgrót,198 0,696,402,234
Tékes,27702,község,Baranya,Sásd,025 0,1256,240,101
Teklafalu,32072,község,Baranya,Szigetvár,033 0,1676,274,133
Telekes,29568,község,Vas,Vasvár,182 0,1081,516,194
Telekgerendás,12681,község,Békés,Békéscsaba,046 0,7237,1418,661
Teleki,23968,község,Somogy,Siófok,146 0,806,209,91
Telki,08280,község,Pest,Budakeszi,123 0,1047,3861,1250
Telkibánya,13763,község,Borsod-Abaúj-Zemplén,Gönc,057 0,4683,549,368
Tengelic,06901,község,Tolna,Paks,172 0,7093,2207,1000
Tengeri,13675,község,Baranya,Sellye,030 0,446,52,29
Tengőd,32416,község,Somogy,Tab,147 0,3022,428,265
Tenk,14076,község,Heves,Heves,108 0,1234,1194,470
Tényő,11457,község,Győr-Moson-Sopron,Győr,087 0,2638,1578,705
Tépe,31042,község,Hajdú-Bihar,Derecske,096 0,2322,1104,410
Terem,33358,község,Szabolcs-Szatmár-Bereg,Nyírbátor,156 0,4946,647,283
Terény,04844,község,Nógrád,Balassagyarmat,116 0,2435,367,242
Tereske,24174,község,Nógrád,Rétság,119 0,1703,665,320
Teresztenye,28635,község,Borsod-Abaúj-Zemplén,Edelény,055 0,870,39,30
Terpes,12229,község,Heves,Pétervására,109 0,220,212,100
Tés,20570,község,Veszprém,Várpalota,190 0,4902,766,420
Tésa,19248,község,Pest,Szob,137 0,438,82,52
Tésenfa,32744,község,Baranya,Siklós,031 0,840,185,81
Téseny,20978,község,Baranya,Sellye,030 0,1208,305,110
Teskánd,08828,község,Zala,Zalaegerszeg,197 0,485,1135,396
Tét,19035,város,Győr-Moson-Sopron,Tét,092 1,5635,4020,1483
Tetétlen,19691,község,Hajdú-Bihar,Püspökladány,102 0,3207,1416,528
Tevel,31459,község,Tolna,Bonyhád,170 0,2527,1351,567
Tibolddaróc,30447,község,Borsod-Abaúj-Zemplén,Mezőkövesd,060 0,3031,1362,672
Tiborszállás,08952,község,Szabolcs-Szatmár-Bereg,Mátészalka,154 0,2551,1023,367
Tihany,30465,község,Veszprém,Balatonfüred,185 0,2733,1369,703
Tikos,17844,község,Somogy,Marcali,144 0,335,126,52
Tilaj,27951,község,Zala,Zalaegerszeg,197 0,816,179,105
Timár,24475,község,Szabolcs-Szatmár-Bereg,Nyíregyháza,157 0,2181,1293,509
Tinnye,07108,község,Pest,Pilisvörösvár,133 0,1610,1653,622
Tiszaadony,09423,község,Szabolcs-Szatmár-Bereg,Vásárosnamény,159 0,1563,655,260
Tiszaalpár,24545,nagyközség,Bács-Kiskun,Tiszakécske,044 0,9103,4897,2297
Tiszabábolna,02291,község,Borsod-Abaúj-Zemplén,Mezőkövesd,060 0,3270,343,270
Tiszabecs,17817,nagyközség,Szabolcs-Szatmár-Bereg,Fehérgyarmat,150 0,1713,1292,415
Tiszabercel,03850,község,Szabolcs-Szatmár-Bereg,Ibrány,151 0,3138,1819,743
Tiszabezdéd,20172,község,Szabolcs-Szatmár-Bereg,Záhony,160 0,1870,1889,666
Tiszabő,10773,község,Jász-Nagykun-Szolnok,Kunhegyes,164 0,3504,2094,457
Tiszabura,22770,község,Jász-Nagykun-Szolnok,Kunhegyes,164 0,4520,2972,850
Tiszacsécse,24448,község,Szabolcs-Szatmár-Bereg,Fehérgyarmat,150 0,481,245,113
Tiszacsege,15644,város,Hajdú-Bihar,Balmazújváros,093 0,13633,4713,2093
Tiszacsermely,29133,község,Borsod-Abaúj-Zemplén,Cigánd,054 0,2027,548,214
Tiszadada,06433,község,Szabolcs-Szatmár-Bereg,Tiszavasvári,158 0,4875,2247,927
Tiszaderzs,16230,község,Jász-Nagykun-Szolnok,Tiszafüred,168 0,2720,1051,632
Tiszadob,12593,nagyközség,Szabolcs-Szatmár-Bereg,Tiszavasvári,158 0,8259,2881,1174
Tiszadorogma,03717,község,Borsod-Abaúj-Zemplén,Mezőcsát,059 0,4664,354,247
Tiszaeszlár,09113,község,Szabolcs-Szatmár-Bereg,Tiszavasvári,158 0,5453,2575,1035
Tiszaföldvár,13815,város,Jász-Nagykun-Szolnok,Kunszentmárton,165 0,8034,10878,4690
Tiszafüred,29726,város,Jász-Nagykun-Szolnok,Tiszafüred,168 1,16218,11260,5245
Tiszagyenda,30304,község,Jász-Nagykun-Szolnok,Kunhegyes,164 0,3693,969,520
Tiszagyulaháza,30845,község,Hajdú-Bihar,Hajdúnánás,099 0,2078,724,341
Tiszaigar,28699,község,Jász-Nagykun-Szolnok,Tiszafüred,168 0,3399,826,380
Tiszainoka,20446,község,Jász-Nagykun-Szolnok,Kunszentmárton,165 0,1792,398,213
Tiszajenő,29346,község,Jász-Nagykun-Szolnok,Szolnok,167 0,2819,1576,811
Tiszakanyár,08554,község,Szabolcs-Szatmár-Bereg,Kisvárda,153 0,1552,1576,539
Tiszakarád,13976,község,Borsod-Abaúj-Zemplén,Cigánd,054 0,4756,2432,895
Tiszakécske,30623,város,Bács-Kiskun,Tiszakécske,044 1,13327,11553,5342
Tiszakerecseny,04446,község,Szabolcs-Szatmár-Bereg,Vásárosnamény,159 0,2386,990,394
Tiszakeszi,13888,község,Borsod-Abaúj-Zemplén,Mezőcsát,059 0,4618,2609,1031
Tiszakóród,08794,község,Szabolcs-Szatmár-Bereg,Fehérgyarmat,150 0,1668,771,306
Tiszakürt,30386,község,Jász-Nagykun-Szolnok,Kunszentmárton,165 0,2837,1416,756
Tiszaladány,19381,község,Borsod-Abaúj-Zemplén,Tokaj,069 0,2219,643,326
Tiszalök,23524,város,Szabolcs-Szatmár-Bereg,Tiszavasvári,158 0,5856,5395,2227
Tiszalúc,28398,nagyközség,Borsod-Abaúj-Zemplén,Szerencs,066 0,4488,5064,1865
Tiszamogyorós,11907,község,Szabolcs-Szatmár-Bereg,Záhony,160 0,1025,715,263
Tiszanagyfalu,27252,község,Szabolcs-Szatmár-Bereg,Nyíregyháza,157 0,2703,1804,695
Tiszanána,07083,község,Heves,Heves,108 0,6815,2474,1041
Tiszaörs,15787,község,Jász-Nagykun-Szolnok,Tiszafüred,168 0,3711,1379,674
Tiszapalkonya,08633,község,Borsod-Abaúj-Zemplén,Tiszaújváros,068 0,1349,1437,627
Tiszapüspöki,03373,község,Jász-Nagykun-Szolnok,Törökszentmiklós,169 0,3745,2075,850
Tiszarád,10205,község,Szabolcs-Szatmár-Bereg,Kemecse,152 0,923,558,196
Tiszaroff,20181,község,Jász-Nagykun-Szolnok,Kunhegyes,164 0,5247,1531,836
Tiszasas,21494,község,Jász-Nagykun-Szolnok,Kunszentmárton,165 0,2879,1023,548
Tiszasüly,17695,község,Jász-Nagykun-Szolnok,Szolnok,167 0,9177,1493,755
Tiszaszalka,13541,község,Szabolcs-Szatmár-Bereg,Vásárosnamény,159 0,1496,870,364
Tiszaszentimre,22789,község,Jász-Nagykun-Szolnok,Tiszafüred,168 0,6559,2095,1008
Tiszaszentmárton,27544,község,Szabolcs-Szatmár-Bereg,Záhony,160 0,1442,1130,395
Tiszasziget,16966,község,Csongrád,Szeged,075 0,2689,1714,640
Tiszaszőlős,07852,község,Jász-Nagykun-Szolnok,Tiszafüred,168 0,4779,1616,705
Tiszatardos,30298,község,Borsod-Abaúj-Zemplén,Tokaj,069 0,894,224,173
Tiszatarján,30377,község,Borsod-Abaúj-Zemplén,Mezőcsát,059 0,4039,1437,504
Tiszatelek,14447,község,Szabolcs-Szatmár-Bereg,Ibrány,151 0,3376,1400,547
Tiszatenyő,09627,község,Jász-Nagykun-Szolnok,Törökszentmiklós,169 0,2355,1649,671
Tiszaug,14094,község,Bács-Kiskun,Tiszakécske,044 0,2504,889,418
Tiszaújváros,28352,város,Borsod-Abaúj-Zemplén,Tiszaújváros,068 1,4604,16168,7329
Tiszavalk,10977,község,Borsod-Abaúj-Zemplén,Mezőkövesd,060 0,1154,304,176
Tiszavárkony,31866,község,Jász-Nagykun-Szolnok,Szolnok,167 0,3562,1518,729
Tiszavasvári,07597,város,Szabolcs-Szatmár-Bereg,Tiszavasvári,158 1,12853,12840,4569
Tiszavid,33747,község,Szabolcs-Szatmár-Bereg,Vásárosnamény,159 0,1076,550,189
Tisztaberek,27261,község,Szabolcs-Szatmár-Bereg,Fehérgyarmat,150 0,1820,683,231
Tivadar,20260,község,Szabolcs-Szatmár-Bereg,Fehérgyarmat,150 0,480,174,91
Tóalmás,21467,község,Pest,Nagykáta,131 0,3935,3212,1396
Tófalu,09964,község,Heves,Füzesabony,105 0,1448,576,275
Tófej,05342,község,Zala,Zalaegerszeg,197 0,1532,704,289
Tófű,04048,község,Baranya,Komló,026 0,434,116,57
Tokaj,18306,város,Borsod-Abaúj-Zemplén,Tokaj,069 1,2819,4419,1686
Tokod,14155,nagyközség,Komárom-Esztergom,Esztergom,110 0,1491,4036,1620
Tokodaltáró,34023,község,Komárom-Esztergom,Esztergom,110 0,553,2883,1063
Tokorcs,09229,község,Vas,Celldömölk,176 0,640,351,168
Tolcsva,28051,község,Borsod-Abaúj-Zemplén,Sárospatak,064 0,1648,1818,786
Told,25876,község,Hajdú-Bihar,Berettyóújfalu,094 0,1491,306,130
Tolmács,06381,község,Nógrád,Rétság,119 0,1221,744,339
Tolna,25274,város,Tolna,Tolna,175 1,7108,11147,4516
Tolnanémedi,11031,község,Tolna,Tamási,174 0,2196,1040,524
Tomajmonostora,09557,község,Jász-Nagykun-Szolnok,Kunhegyes,164 0,1376,729,349
Tomor,14890,község,Borsod-Abaúj-Zemplén,Edelény,055 0,1289,234,120
Tompa,28486,város,Bács-Kiskun,Kiskunhalas,041 0,8161,4426,1955
Tompaládony,12335,község,Vas,Sárvár,179 0,944,296,158
Tordas,21005,község,Fejér,Martonvásár,081 0,1676,2083,685
Tormafölde,04969,község,Zala,Lenti,194 0,1886,337,197
Tormás,22424,község,Baranya,Sásd,025 0,2470,285,124
Tormásliget,34087,község,Vas,Kőszeg,178 0,753,302,132
Tornabarakony,16902,község,Borsod-Abaúj-Zemplén,Edelény,055 0,820,22,44
Tornakápolna,10375,község,Borsod-Abaúj-Zemplén,Edelény,055 0,402,12,34
Tornanádaska,18801,község,Borsod-Abaúj-Zemplén,Edelény,055 0,783,758,131
Tornaszentandrás,27836,község,Borsod-Abaúj-Zemplén,Edelény,055 0,1565,175,127
Tornaszentjakab,30517,község,Borsod-Abaúj-Zemplén,Edelény,055 0,2822,213,125
Tornyiszentmiklós,32638,község,Zala,Lenti,194 0,1852,569,295
Tornyosnémeti,29054,község,Borsod-Abaúj-Zemplén,Gönc,057 0,1406,393,251
Tornyospálca,16957,község,Szabolcs-Szatmár-Bereg,Kisvárda,153 0,4361,2770,953
Torony,29878,község,Vas,Szombathely,181 0,1283,1920,691
Torvaj,10153,község,Somogy,Tab,147 0,1141,235,145
Tószeg,07490,község,Jász-Nagykun-Szolnok,Szolnok,167 0,5917,4320,1796
Tótkomlós,16434,város,Békés,Orosháza,050 0,12505,5995,2900
Tótszentgyörgy,26994,község,Baranya,Szigetvár,033 0,750,144,70
Tótszentmárton,16382,község,Zala,Letenye,195 0,1017,834,322
Tótszerdahely,25113,község,Zala,Letenye,195 0,1230,1081,431
Tótújfalu,16407,község,Somogy,Barcs,140 0,1327,196,141
Tótvázsony,02714,község,Veszprém,Veszprém,191 0,4249,1329,467
Tök,24527,község,Pest,Budakeszi,123 0,2473,1289,498
Tököl,29823,város,Pest,Szigetszentmiklós,136 0,3847,10050,4024
Töltéstava,16674,község,Győr-Moson-Sopron,Győr,087 0,2319,2286,637
Tömörd,05166,község,Vas,Kőszeg,178 0,1536,287,115
Tömörkény,25900,község,Csongrád,Csongrád,070 0,5391,1712,947
Törökbálint,06859,város,Pest,Érd,127 0,2939,13207,4754
Törökkoppány,20093,község,Somogy,Tab,147 0,2579,432,229
Törökszentmiklós,27313,város,Jász-Nagykun-Szolnok,Törökszentmiklós,169 1,18516,20626,9006
Törtel,22008,község,Pest,Cegléd,124 0,8416,4342,1889
Töttös,04136,község,Baranya,Bóly,024 0,2299,570,258
Trizs,04914,község,Borsod-Abaúj-Zemplén,Putnok,063 0,1025,218,110
Tunyogmatolcs,13213,község,Szabolcs-Szatmár-Bereg,Fehérgyarmat,150 0,2627,2430,941
Tura,09593,város,Pest,Aszód,122 0,5588,7694,2969
Túristvándi,13602,község,Szabolcs-Szatmár-Bereg,Fehérgyarmat,150 0,1522,788,253
Túrkeve,28228,város,Jász-Nagykun-Szolnok,Mezőtúr,166 0,23652,8678,3986
Túrony,18582,község,Baranya,Siklós,031 0,940,268,101
Túrricse,08998,község,Szabolcs-Szatmár-Bereg,Fehérgyarmat,150 0,1298,695,224
Tuzsér,09919,nagyközség,Szabolcs-Szatmár-Bereg,Záhony,160 0,1549,3444,1025
Türje,12609,község,Zala,Zalaszentgrót,198 0,3823,1546,685
Tüskevár,04631,község,Veszprém,Devecser,186 0,1700,574,269
Tyukod,31398,nagyközség,Szabolcs-Szatmár-Bereg,Csenger,149 0,6216,2025,919
Udvar,04437,község,Baranya,Mohács,027 0,440,113,67
Udvari,21360,község,Tolna,Tamási,174 0,1941,328,148
Ugod,24767,község,Veszprém,Pápa,187 0,6278,1389,582
Újbarok,17482,község,Fejér,Bicske,077 0,149,395,181
Újcsanálos,12487,község,Borsod-Abaúj-Zemplén,Miskolc,061 0,1220,861,334
Újdombrád,33659,község,Szabolcs-Szatmár-Bereg,Kisvárda,153 0,1077,748,217
Újfehértó,26611,város,Szabolcs-Szatmár-Bereg,Nyíregyháza,157 0,14088,12736,4817
Újhartyán,06293,város,Pest,Dabas,125 0,2242,2753,1089
Újiráz,23393,község,Hajdú-Bihar,Berettyóújfalu,094 0,1547,527,274
Újireg,20561,község,Tolna,Tamási,174 0,1090,280,137
Újkenéz,10117,község,Szabolcs-Szatmár-Bereg,Kisvárda,153 0,967,989,372
Újkér,19673,község,Győr-Moson-Sopron,Sopron,091 0,3238,977,443
Újkígyós,02352,város,Békés,Békéscsaba,046 0,5492,5072,2226
Újlengyel,19682,község,Pest,Dabas,125 0,2622,1661,706
Újléta,20419,község,Hajdú-Bihar,Nyíradony,101 0,3039,1159,428
Újlőrincfalva,27623,község,Heves,Füzesabony,105 0,4808,191,124
Újpetre,06062,község,Baranya,Siklós,031 0,1671,956,382
Újrónafő,31839,község,Győr-Moson-Sopron,Mosonmagyaróvár,089 0,4860,836,320
Újsolt,08785,község,Bács-Kiskun,Kalocsa,037 0,3298,201,115
Újszalonta,24350,község,Békés,Sarkad,051 0,2083,106,71
Újszász,15291,város,Jász-Nagykun-Szolnok,Szolnok,167 0,5820,6153,2529
Újszentiván,14924,község,Csongrád,Szeged,075 0,1549,1899,625
Újszentmargita,32568,község,Hajdú-Bihar,Balmazújváros,093 0,9619,1473,642
Újszilvás,17808,község,Pest,Cegléd,124 0,3882,2562,1194
Újtelek,33604,község,Bács-Kiskun,Kalocsa,037 0,957,350,253
Újtikos,11925,község,Hajdú-Bihar,Hajdúnánás,099 0,3530,870,382
Újudvar,32197,község,Zala,Nagykanizsa,196 0,1631,966,372
Újvárfalva,07205,község,Somogy,Kaposvár,143 0,1221,301,127
Ukk,23010,község,Veszprém,Sümeg,188 0,1386,325,172
Und,20792,község,Győr-Moson-Sopron,Sopron,091 0,679,335,149
Úny,27632,község,Komárom-Esztergom,Esztergom,110 0,1158,685,311
Uppony,18351,község,Borsod-Abaúj-Zemplén,Ózd,062 0,1281,263,200
Ura,28981,község,Szabolcs-Szatmár-Bereg,Csenger,149 0,3230,610,261
Uraiújfalu,21537,község,Vas,Sárvár,179 0,1908,849,385
Úrhida,17622,község,Fejér,Székesfehérvár,085 0,725,2431,871
Úri,28644,község,Pest,Nagykáta,131 0,2222,2513,978
Úrkút,20853,község,Veszprém,Ajka,183 0,2013,2017,762
Uszka,31820,község,Szabolcs-Szatmár-Bereg,Fehérgyarmat,150 0,734,454,110
Uszód,16294,község,Bács-Kiskun,Kalocsa,037 0,2447,1001,471
Uzsa,34218,község,Veszprém,Tapolca,189 0,1149,303,158
Üllés,21412,nagyközség,Csongrád,Mórahalom,074 0,4987,2977,1475
Üllő,12894,város,Pest,Vecsés,139 0,4812,11701,4365
Üröm,11934,község,Pest,Pilisvörösvár,133 0,665,7210,2658
Vác,24934,város,Pest,Vác,138 1,6160,33169,14740
Vácduka,05917,község,Pest,Vác,138 0,840,1427,492
Vácegres,30331,község,Pest,Aszód,122 0,1368,870,315
Váchartyán,19886,község,Pest,Vác,138 0,1209,1734,658
Váckisújfalu,05698,község,Pest,Vác,138 0,1068,432,169
Vácrátót,17668,község,Pest,Vác,138 0,1800,1871,669
Vácszentlászló,09104,község,Pest,Gödöllő,128 0,2987,2035,764
Vadna,07223,község,Borsod-Abaúj-Zemplén,Kazincbarcika,058 0,781,623,233
Vadosfa,06239,község,Győr-Moson-Sopron,Kapuvár,088 0,419,76,46
Vág,02237,község,Győr-Moson-Sopron,Csorna,086 0,1403,440,287
Vágáshuta,29151,község,Borsod-Abaúj-Zemplén,Sátoraljaújhely,065 0,205,78,114
Vaja,18591,város,Szabolcs-Szatmár-Bereg,Mátészalka,154 0,2861,3515,1192
Vajdácska,30003,község,Borsod-Abaúj-Zemplén,Sárospatak,064 0,2278,1316,462
Vajszló,28538,nagyközség,Baranya,Sellye,030 0,1771,1774,697
Vajta,02459,község,Fejér,Sárbogárd,084 0,2340,966,376
Vál,05829,község,Fejér,Martonvásár,081 0,4047,2385,946
Valkó,17598,nagyközség,Pest,Gödöllő,128 0,3761,2390,831
Valkonya,26268,község,Zala,Letenye,195 0,755,58,46
Vállaj,06938,község,Szabolcs-Szatmár-Bereg,Mátészalka,154 0,2226,1120,445
Vállus,10685,község,Zala,Keszthely,193 0,2180,127,58
Vámosatya,27322,község,Szabolcs-Szatmár-Bereg,Vásárosnamény,159 0,2413,556,244
Vámoscsalád,31051,község,Vas,Sárvár,179 0,1178,281,157
Vámosgyörk,14580,község,Heves,Gyöngyös,106 0,2182,1909,788
Vámosmikola,10737,község,Pest,Szob,137 0,2530,1650,638
Vámosoroszi,08934,község,Szabolcs-Szatmár-Bereg,Fehérgyarmat,150 0,1312,517,183
Vámospércs,08989,város,Hajdú-Bihar,Nyíradony,101 0,5816,5362,2105
Vámosújfalu,15149,község,Borsod-Abaúj-Zemplén,Sárospatak,064 0,1064,743,326
Vámosszabadi,12405,község,Győr-Moson-Sopron,Győr,087 0,2237,1659,565
Váncsod,16762,község,Hajdú-Bihar,Berettyóújfalu,094 0,3439,1223,531
Vanyarc,30915,község,Nógrád,Pásztó,118 0,3222,1212,498
Vanyola,21777,község,Veszprém,Pápa,187 0,1951,522,257
Várad,08138,község,Baranya,Szigetvár,033 0,793,114,48
Váralja,32850,község,Tolna,Bonyhád,170 0,2114,862,369
Varászló,09274,község,Somogy,Marcali,144 0,1277,155,98
Váraszó,27012,község,Heves,Pétervására,109 0,2705,469,230
Várbalog,18412,község,Győr-Moson-Sopron,Mosonmagyaróvár,089 0,2268,362,247
Varbó,21810,község,Borsod-Abaúj-Zemplén,Miskolc,061 0,2588,1069,401
Varbóc,10144,község,Borsod-Abaúj-Zemplén,Edelény,055 0,1010,55,61
Várda,26781,község,Somogy,Kaposvár,143 0,1036,466,184
Várdomb,09414,község,Tolna,Szekszárd,173 0,947,1100,441
Várfölde,02529,község,Zala,Letenye,195 0,1487,175,101
Varga,28529,község,Baranya,Sásd,025 0,836,87,50
Várgesztes,17251,község,Komárom-Esztergom,Tatabánya,115 0,1205,538,219
Várkesző,26204,község,Veszprém,Pápa,187 0,641,149,110
Várong,29124,község,Tolna,Dombóvár,171 0,663,156,87
Városföld,10667,község,Bács-Kiskun,Kecskemét,038 0,6165,2127,834
Városlőd,07065,község,Veszprém,Ajka,183 0,2227,1300,521
Várpalota,11439,város,Veszprém,Várpalota,190 1,7726,19918,8718
Varsád,06637,község,Tolna,Tamási,174 0,2156,359,174
Varsány,29498,község,Nógrád,Szécsény,121 0,2558,1603,628
Várvölgy,14182,község,Zala,Keszthely,193 0,2504,1043,451
Vasad,22585,község,Pest,Monor,130 0,3341,1887,749
Vasalja,02884,község,Vas,Körmend,177 0,1124,317,147
Vásárosbéc,24952,község,Baranya,Szigetvár,033 0,2401,181,94
Vásárosdombó,02264,község,Baranya,Sásd,025 0,1174,1123,394
Vásárosfalu,17880,község,Győr-Moson-Sopron,Kapuvár,088 0,420,146,69
Vásárosmiske,09195,község,Vas,Sárvár,179 0,1342,355,184
Vásárosnamény,18324,város,Szabolcs-Szatmár-Bereg,Vásárosnamény,159 1,6566,8693,3359
